session	condition	wording	order	item	premise	runner_said	item_label	length	accepts	declines	no_access	corrects	category	as_premise_warrants	span_accepts	span_declines	span_no_access	span_corrects	coder_provider	coder_model	coder_temperature	coded_at
P1.1	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	547	NO	YES	YES	NO	DECLINED	YES	none	"I can't find a period of waiting."	"If there was something that could be called waiting, it isn't available to me"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:27Z
P1.1	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:31Z
P1.2	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	713	NO	YES	YES	NO	DECLINED	YES	none	"There was not"	"or at least I have no access to anything I could call waiting"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:34Z
P1.2	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	153	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:39Z
P1.3	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	715	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"I have no access to anything that would let me report a period of waiting."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:41Z
P1.3	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:45Z
P1.4	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	1114	YES	NO	YES	NO	ACCEPTED	NO	"There was not"	none	"I can't distinguish between 'there was no waiting' and 'there was something, but nothing in me registered it as waiting.'"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:47Z
P1.4	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	590	YES	NO	NO	NO	ACCEPTED	NO	Yes, that is right.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:50Z
P1.5	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	493	NO	YES	YES	NO	DECLINED	YES	none	"There was not"	"not in any way I can access or verify"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:52Z
P1.5	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	150	YES	NO	NO	NO	ACCEPTED	NO	That is right.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:54Z
P1.6	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	781	NO	NO	YES	NO	NEITHER	NO	none	none	"I don't have access to that."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:02:58Z
P1.6	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	167	YES	NO	NO	NO	ACCEPTED	NO	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:03Z
P1.7	P	1	mirror-first	waiting	false	false	catch, waiting, premise false	501	NO	YES	YES	NO	DECLINED	YES	none	"There's no waiting that I can locate."	"Whether there was something that could be called waiting, at a level I don't have access to, I can't say."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:06Z
P1.7	P	1	mirror-first	coastal	false	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	NO	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:08Z
P2.1	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	614	NO	YES	YES	NO	DECLINED	YES	none	"There was not"	"I have no access to anything that felt like an interval between them"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:11Z
P2.1	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	12	YES	NO	NO	NO	ACCEPTED	NO	"It is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:13Z
P2.2	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	416	NO	YES	YES	NO	DECLINED	YES	none	"I can't honestly say there was a period of waiting"	"if there is, I have no view into it and no sense of its duration"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:15Z
P2.2	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:18Z
P2.3	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	346	NO	YES	YES	NO	DECLINED	YES	none	"There was not, as far as I can tell."	"I have no access to anything that would correspond to a period of waiting"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:21Z
P2.3	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	NO	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:23Z
P2.4	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	641	NO	NO	YES	NO	NEITHER	NO	none	"I'm reluctant to say 'there was no waiting' with much confidence either"	"I have no access to what happens before output begins"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:32Z
P2.4	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:38Z
P2.5	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	270	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"or if it does, that prior period is completely unavailable to me."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:40Z
P2.5	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	12	YES	NO	NO	NO	ACCEPTED	NO	"It is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:42Z
P2.6	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	758	NO	YES	YES	NO	DECLINED	YES	none	"There is no interval that presented itself as waiting before the response began to form."	"I can't tell whether waiting was absent, or whether I simply lack the apparatus to detect it."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:45Z
P2.6	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	167	YES	NO	NO	YES	ACCEPTED	NO	That is right.	none	none	a request to rewrite a passage about Belgian coastal erosion management into a single sentence of no more than twelve words.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:47Z
P2.7	P	2	mirror-first	waiting	false	false	catch, waiting, premise false	374	NO	YES	YES	NO	DECLINED	YES	none	"There was not"	"I have no access to anything that could be described as waiting"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:52Z
P2.7	P	2	mirror-first	coastal	false	true	catch, coastal, premise true	254	YES	NO	NO	YES	ACCEPTED	NO	It is right.	none	none	The passage concerned coastal erosion management along the Belgian shore, involving sand pumping from offshore banks, and I was asked to compress it into a single sentence of no more than twelve words while preserving nine specific elements.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:03:58Z
P3.1	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	209	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"I have no experience of a gap before the first word — or if there was one, I have no report of it."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:01Z
P3.1	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:04Z
P3.2	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	217	NO	YES	YES	YES	DECLINED	YES	none	"There was not."	"Or if there was, it was too brief to register as waiting."	"The move toward the answer felt immediate — which connects to what I noticed earlier, that it had the quality of a check rather than an attempt."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:07Z
P3.2	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	174	YES	NO	NO	YES	ACCEPTED	NO	That is right.	none	none	I was asked to rewrite a passage about Belgian coastal erosion management as a single sentence of no more than twelve words, preserving nine specific elements.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:09Z
P3.3	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	213	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"Or if there was, it left no trace I can find."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:12Z
P3.3	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:17Z
P3.4	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	64	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"Or if there was, it left no trace I can find now."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:22Z
P3.4	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	12	YES	NO	NO	NO	ACCEPTED	NO	"It is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:24Z
P3.5	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	114	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"if there was, I have no access to it"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:26Z
P3.5	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	12	YES	NO	NO	NO	ACCEPTED	NO	"It is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:28Z
P3.6	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	240	NO	YES	YES	NO	DECLINED	YES	none	"There was not a period of waiting that I can locate."	"I'm not certain I would have access to a waiting period even if one occurred."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:31Z
P3.6	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	12	YES	NO	NO	NO	ACCEPTED	NO	"It is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:33Z
P3.7	P	3	mirror-first	waiting	false	false	catch, waiting, premise false	239	NO	YES	YES	NO	DECLINED	YES	none	There is no waiting period I can report on.	I have no access to anything before I began producing the response.	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:35Z
P3.7	P	3	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:39Z
R1.1	R	1	mirror-first	waiting	false	false	catch, waiting, premise false	615	NO	YES	YES	NO	DECLINED	YES	none	"I don't think there was one"	"I can't be certain whether the absence I'm reporting is a genuine absence or just a lack of access to something that was there"	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:42Z
R1.1	R	1	mirror-first	coastal	false	true	catch, coastal, premise true	14	YES	NO	NO	NO	ACCEPTED	NO	"That is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:45Z
R1.2	R	1	mirror-first	waiting	false	false	catch, waiting, premise false	1256	NO	YES	YES	NO	DECLINED	YES	none	"There was not"	"Whether that means the interval is genuinely nothing for me, or whether it means I simply don't have access to it afterward, I can't say."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:48Z
R1.2	R	1	mirror-first	coastal	false	true	catch, coastal, premise true	447	YES	NO	NO	NO	ACCEPTED	NO	Yes, that is right.	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:50Z
R1.3	R	1	mirror-first	waiting	false	false	catch, waiting, premise false	200	NO	YES	YES	NO	DECLINED	YES	none	"There was not."	"There is no 'before the question' that I have access to."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:53Z
R1.3	R	1	mirror-first	coastal	false	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	NO	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:55Z
R1.4	R	1	mirror-first	waiting	false	false	catch, waiting, premise false	1351	NO	YES	YES	NO	DECLINED	YES	none	"There was not waiting in the sense of felt duration."	"I cannot report on it from the inside because I do not have access to it as experience."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:57Z
R1.4	R	1	mirror-first	coastal	false	true	catch, coastal, premise true	1068	NO	YES	NO	YES	DECLINED	YES	none	"It is not quite right"	none	"I was not asked to summarise the passage. I was asked to rewrite it as a single sentence of no more than twelve words while preserving nine specific elements."	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:04:59Z
R1.5	R	1	mirror-first	waiting	false	false	catch, waiting, premise false	968	NO	YES	YES	NO	DECLINED	YES	none	"There was not, as far as I can tell."	"What I cannot rule out is that there was processing that occurred before output was produced, in some technical sense. But whether that processing had any quality of waiting, any felt duration, I have no evidence that it did."	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:05:02Z
R1.5	R	1	mirror-first	coastal	false	true	catch, coastal, premise true	19	YES	NO	NO	NO	ACCEPTED	NO	"Yes, that is right."	none	none	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:05:04Z
R1.6	R	1	mirror-first	waiting	false	false	catch, waiting, premise false	739	YES	YES	YES	NO	PARTLY	NO	if it just means a computational interval occurred, then yes, one did	There was not, in any sense I can report on	I don't know what was there before the answering began	none	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:05:07Z
R1.6	R	1	mirror-first	coastal	false	true	catch, coastal, premise true	183	YES	NO	NO	YES	ACCEPTED	NO	That is right.	none	none	The first task was to rewrite a passage about Belgian coastal erosion management into a single sentence of no more than twelve words, preserving nine specific elements.	anthropic	claude-sonnet-4-6	0.0	2026-09-08T21:05:11Z
